customerID;jobID;bookingTime;vaTime;startX;startY;endX;endY
10129;AP129;01.12.2019 05:18;01.12.2019 05:18;330019.85;4693544.9;330116.167;4690965.5
10131;AP131;01.12.2019 05:23;01.12.2019 05:23;331427.095;4689106.1;330519.1;4689886
10142;AP142;01.12.2019 05:38;01.12.2019 05:38;329142.722;4689445.4;328960.27;4690512
10150;AP150;01.12.2019 05:48;01.12.2019 05:48;330365.093;4693119.3;330116.167;4690965.5
10159;AP159;01.12.2019 05:55;01.12.2019 05:55;328919.185;4689763.9;328960.27;4690512
10161;AP161;01.12.2019 05:56;01.12.2019 05:56;331062.8;4691776;330702.9;4690925.3
10162;AP162;01.12.2019 05:58;01.12.2019 05:58;328919.185;4689763.9;328960.27;4690512
10170;AP170;01.12.2019 06:07;01.12.2019 06:07;329142.722;4689445.4;328960.27;4690512
10175;AP175;01.12.2019 06:11;01.12.2019 06:11;328919.185;4689763.9;328960.27;4690512
10176;AP176;01.12.2019 06:12;01.12.2019 06:12;327014.51;4690478.8;326468.97;4689523.9
10179;AP179;01.12.2019 06:12;01.12.2019 06:12;328395.4;4687170.31;327987.72;4689221.5
10182;AP182;01.12.2019 06:13;01.12.2019 06:13;328919.185;4689763.9;328960.27;4690512
10181;AP181;01.12.2019 06:13;01.12.2019 06:13;326147.22;4687658.1;326949.76;4687767.8
10190;AP190;01.12.2019 06:18;01.12.2019 06:18;328960.27;4690512;329815.423;4690832.5
10197;AP197;01.12.2019 06:20;01.12.2019 06:20;331062.8;4691776;330702.9;4690925.3
10212;AP212;01.12.2019 06:28;01.12.2019 06:28;327381.91;4688674.1;326657.415;4689074.7
10227;AP227;01.12.2019 06:31;01.12.2019 06:31;331062.8;4691776;328308.732;4692122.8
10232;AP232;01.12.2019 06:33;01.12.2019 06:33;329142.722;4689445.4;327987.72;4689221.5
10231;AP231;01.12.2019 06:33;01.12.2019 06:33;331062.8;4691776;331312.951;4691022
10259;AP259;01.12.2019 06:43;01.12.2019 06:43;331062.8;4691776;331312.951;4691022
10262;AP262;01.12.2019 06:44;01.12.2019 06:44;327987.72;4689221.5;329142.722;4689445.4
10265;AP265;01.12.2019 06:47;01.12.2019 06:47;327987.72;4689221.5;327338.34;4692027.8
10274;AP274;01.12.2019 06:49;01.12.2019 06:49;331062.8;4691776;332654.604;4690058.5
10269;AP269;01.12.2019 06:49;01.12.2019 06:49;328186.047;4690041;327014.51;4690478.8
10279;AP279;01.12.2019 06:51;01.12.2019 06:51;327089.5;4693481.3;330116.167;4690965.5
10281;AP281;01.12.2019 06:52;01.12.2019 06:52;331062.8;4691776;331610.204;4691038.5
10283;AP283;01.12.2019 06:53;01.12.2019 06:53;328960.27;4690512;330001.12;4690169.1
10300;AP300;01.12.2019 07:00;01.12.2019 07:00;328919.185;4689763.9;328960.27;4690512
10311;AP311;01.12.2019 07:04;01.12.2019 07:04;327381.91;4688674.1;328381.933;4689779.7
10312;AP312;01.12.2019 07:04;01.12.2019 07:04;330727.12;4686305.5;330702.9;4690925.3
10322;AP322;01.12.2019 07:07;01.12.2019 07:07;328960.27;4690512;329142.722;4689445.4
10330;AP330;01.12.2019 07:09;01.12.2019 07:09;328960.27;4690512;329142.722;4689445.4
10340;AP340;01.12.2019 07:11;01.12.2019 07:11;328259.35;4692915.7;331062.8;4691776
10347;AP347;01.12.2019 07:13;01.12.2019 07:13;330019.85;4693544.9;330977.34;4687381.6
10351;AP351;01.12.2019 07:16;01.12.2019 07:16;331062.8;4691776;328973.349;4692476.5
10353;AP353;01.12.2019 07:16;01.12.2019 07:16;331062.8;4691776;331622.44;4690826.1
10354;AP354;01.12.2019 07:16;01.12.2019 07:16;325651.61;4686258.1;326322.517;4686410.8
10355;AP355;01.12.2019 07:17;01.12.2019 07:17;326949.76;4687767.8;326765.42;4689381.9
10358;AP358;01.12.2019 07:17;01.12.2019 07:17;328960.27;4690512;329557.51;4689227.9
10365;AP365;01.12.2019 07:18;01.12.2019 07:18;325651.61;4686258.1;326322.517;4686410.8
10374;AP374;01.12.2019 07:19;01.12.2019 07:19;327054.145;4686960.91;326584.59;4687114
10375;AP375;01.12.2019 07:20;01.12.2019 07:20;327381.91;4688674.1;326657.415;4689074.7
10379;AP379;01.12.2019 07:21;01.12.2019 07:21;327987.72;4689221.5;327338.34;4692027.8
10384;AP384;01.12.2019 07:23;01.12.2019 07:23;331062.8;4691776;332654.604;4690058.5
10395;AP395;01.12.2019 07:25;01.12.2019 07:25;328381.933;4689779.7;328960.27;4690512
10397;AP397;01.12.2019 07:25;01.12.2019 07:25;327014.51;4690478.8;326468.97;4689523.9
10405;AP405;01.12.2019 07:27;01.12.2019 07:27;330021.47;4692441.6;327987.72;4689221.5
10404;AP404;01.12.2019 07:27;01.12.2019 07:27;328960.27;4690512;327338.34;4692027.8
10411;AP411;01.12.2019 07:28;01.12.2019 07:28;327987.72;4689221.5;328529.27;4689502.7
10407;AP407;01.12.2019 07:28;01.12.2019 07:28;327014.51;4690478.8;326732.91;4691642
10415;AP415;01.12.2019 07:29;01.12.2019 07:29;326322.517;4686410.8;328186.047;4690041
10421;AP421;01.12.2019 07:30;01.12.2019 07:30;327014.51;4690478.8;325472.47;4691000.1
10428;AP428;01.12.2019 07:31;01.12.2019 07:31;328960.27;4690512;329142.722;4689445.4
10432;AP432;01.12.2019 07:32;01.12.2019 07:32;327014.51;4690478.8;323653.925;4695923.1
10444;AP444;01.12.2019 07:34;01.12.2019 07:34;331062.8;4691776;328308.732;4692122.8
10453;AP453;01.12.2019 07:35;01.12.2019 07:35;328960.27;4690512;326955.276;4691839
10465;AP465;01.12.2019 07:36;01.12.2019 07:36;327014.51;4690478.8;325676.841;4692939.3
10472;AP472;01.12.2019 07:37;01.12.2019 07:37;327014.51;4690478.8;323653.925;4695923.1
10488;AP488;01.12.2019 07:38;01.12.2019 07:38;330519.1;4689886;331312.951;4691022
10481;AP481;01.12.2019 07:38;01.12.2019 07:38;328960.27;4690512;328641.36;4690542.5
10485;AP485;01.12.2019 07:38;01.12.2019 07:38;328919.185;4689763.9;328960.27;4690512
10494;AP494;01.12.2019 07:39;01.12.2019 07:39;327014.51;4690478.8;328678.69;4692023.9
10497;AP497;01.12.2019 07:39;01.12.2019 07:39;329576.97;4689773.2;328960.27;4690512
10491;AP491;01.12.2019 07:39;01.12.2019 07:39;326584.59;4687114;326284.37;4685962.9
10498;AP498;01.12.2019 07:40;01.12.2019 07:40;330519.1;4689886;329525.838;4690200.2
10507;AP507;01.12.2019 07:41;01.12.2019 07:41;327054.145;4686960.91;326584.59;4687114
10533;AP533;01.12.2019 07:45;01.12.2019 07:45;329285.36;4691333.2;327014.51;4690478.8
10544;AP544;01.12.2019 07:47;01.12.2019 07:47;328960.27;4690512;326468.97;4689523.9
10562;AP562;01.12.2019 07:50;01.12.2019 07:50;329702.7;4684365.6;330389.01;4691780.43
10568;AP568;01.12.2019 07:51;01.12.2019 07:51;331062.8;4691776;331622.44;4690826.1
10577;AP577;01.12.2019 07:52;01.12.2019 07:52;325651.61;4686258.1;326322.517;4686410.8
10574;AP574;01.12.2019 07:52;01.12.2019 07:52;329525.838;4690200.2;328960.27;4690512
10578;AP578;01.12.2019 07:52;01.12.2019 07:52;329139.34;4689893.8;330116.167;4690965.5
10584;AP584;01.12.2019 07:53;01.12.2019 07:53;329525.838;4690200.2;330116.167;4690965.5
10590;AP590;01.12.2019 07:55;01.12.2019 07:55;331062.8;4691776;325050.39;4692348.4
10593;AP593;01.12.2019 07:56;01.12.2019 07:56;330116.167;4690965.5;329576.97;4689773.2
10599;AP599;01.12.2019 07:57;01.12.2019 07:57;326147.22;4687658.1;326949.76;4687767.8
10602;AP602;01.12.2019 07:57;01.12.2019 07:57;327381.91;4688674.1;330923.47;4690026.9
10621;AP621;01.12.2019 08:00;01.12.2019 08:00;326147.22;4687658.1;326949.76;4687767.8
10624;AP624;01.12.2019 08:01;01.12.2019 08:01;326147.22;4687658.1;326949.76;4687767.8
10631;AP631;01.12.2019 08:02;01.12.2019 08:02;327014.51;4690478.8;327472.95;4692539.6
10646;AP646;01.12.2019 08:03;01.12.2019 08:03;327014.51;4690478.8;328204.95;4692532
10643;AP643;01.12.2019 08:03;01.12.2019 08:03;327014.51;4690478.8;328204.95;4692532
10658;AP658;01.12.2019 08:04;01.12.2019 08:04;328960.27;4690512;326955.276;4691839
10659;AP659;01.12.2019 08:04;01.12.2019 08:04;330116.167;4690965.5;332897.69;4690056.2
10655;AP655;01.12.2019 08:04;01.12.2019 08:04;328960.27;4690512;329923.52;4691948.2
10653;AP653;01.12.2019 08:04;01.12.2019 08:04;326584.59;4687114;329142.722;4689445.4
10674;AP674;01.12.2019 08:05;01.12.2019 08:05;328960.27;4690512;329019.648;4692611.3
10667;AP667;01.12.2019 08:05;01.12.2019 08:05;326584.59;4687114;329142.722;4689445.4
10677;AP677;01.12.2019 08:06;01.12.2019 08:06;331427.095;4689106.1;331062.8;4691776
10676;AP676;01.12.2019 08:06;01.12.2019 08:06;328529.27;4689502.7;328960.27;4690512
10682;AP682;01.12.2019 08:07;01.12.2019 08:07;327014.51;4690478.8;327338.34;4692027.8
10694;AP694;01.12.2019 08:08;01.12.2019 08:08;329702.7;4684365.6;330211.075;4691438.1
10688;AP688;01.12.2019 08:08;01.12.2019 08:08;331062.8;4691776;331312.951;4691022
10691;AP691;01.12.2019 08:08;01.12.2019 08:08;326147.22;4687658.1;326949.76;4687767.8
10712;AP712;01.12.2019 08:10;01.12.2019 08:10;325648.096;4688890.4;327987.72;4689221.5
10703;AP703;01.12.2019 08:10;01.12.2019 08:10;331062.8;4691776;331513.04;4690840.38
10711;AP711;01.12.2019 08:10;01.12.2019 08:10;328960.27;4690512;329923.52;4691948.2
10721;AP721;01.12.2019 08:11;01.12.2019 08:11;327014.51;4690478.8;328097.043;4692268.6
10716;AP716;01.12.2019 08:11;01.12.2019 08:11;330519.1;4689886;332654.604;4690058.5
10727;AP727;01.12.2019 08:12;01.12.2019 08:12;328919.185;4689763.9;328960.27;4690512
10745;AP745;01.12.2019 08:13;01.12.2019 08:13;331062.8;4691776;331312.951;4691022
10738;AP738;01.12.2019 08:13;01.12.2019 08:13;330021.47;4692441.6;328960.27;4690512
10744;AP744;01.12.2019 08:13;01.12.2019 08:13;328186.047;4690041;327987.72;4689221.5
10743;AP743;01.12.2019 08:13;01.12.2019 08:13;327014.51;4690478.8;327618.05;4691658.9
10747;AP747;01.12.2019 08:14;01.12.2019 08:14;328960.27;4690512;327338.34;4692027.8
10755;AP755;01.12.2019 08:14;01.12.2019 08:14;331062.8;4691776;330386.12;4690842
10767;AP767;01.12.2019 08:15;01.12.2019 08:15;329245.807;4683759.4;329702.7;4684365.6
10773;AP773;01.12.2019 08:15;01.12.2019 08:15;327014.51;4690478.8;328097.043;4692268.6
10776;AP776;01.12.2019 08:15;01.12.2019 08:15;325651.61;4686258.1;326322.517;4686410.8
10768;AP768;01.12.2019 08:15;01.12.2019 08:15;330365.093;4693119.3;331062.8;4691776
10781;AP781;01.12.2019 08:15;01.12.2019 08:15;327014.51;4690478.8;325723.806;4693910.8
10786;AP786;01.12.2019 08:15;01.12.2019 08:15;327014.51;4690478.8;327472.95;4692539.6
10798;AP798;01.12.2019 08:16;01.12.2019 08:16;329702.7;4684365.6;330211.075;4691438.1
10802;AP802;01.12.2019 08:17;01.12.2019 08:17;329142.722;4689445.4;330116.167;4690965.5
10799;AP799;01.12.2019 08:17;01.12.2019 08:17;330021.47;4692441.6;328960.27;4690512
10803;AP803;01.12.2019 08:17;01.12.2019 08:17;331062.8;4691776;330386.12;4690842
10817;AP817;01.12.2019 08:18;01.12.2019 08:18;330116.167;4690965.5;331622.44;4690826.1
10808;AP808;01.12.2019 08:18;01.12.2019 08:18;327987.72;4689221.5;328097.043;4692268.6
10826;AP826;01.12.2019 08:19;01.12.2019 08:19;328960.27;4690512;329142.722;4689445.4
10830;AP830;01.12.2019 08:19;01.12.2019 08:19;329525.838;4690200.2;330116.167;4690965.5
10832;AP832;01.12.2019 08:20;01.12.2019 08:20;330116.167;4690965.5;330549.6;4691678.49
10840;AP840;01.12.2019 08:21;01.12.2019 08:21;331312.951;4691022;331062.8;4691776
10842;AP842;01.12.2019 08:21;01.12.2019 08:21;328960.27;4690512;329142.722;4689445.4
10851;AP851;01.12.2019 08:21;01.12.2019 08:21;326821.7;4692453;328960.27;4690512
10856;AP856;01.12.2019 08:22;01.12.2019 08:22;328960.27;4690512;328460.08;4692098.4
10869;AP869;01.12.2019 08:23;01.12.2019 08:23;331062.8;4691776;331622.44;4690826.1
10871;AP871;01.12.2019 08:23;01.12.2019 08:23;330021.47;4692441.6;327014.51;4690478.8
10884;AP884;01.12.2019 08:24;01.12.2019 08:24;327987.72;4689221.5;327065.32;4692177.9
10879;AP879;01.12.2019 08:24;01.12.2019 08:24;330116.167;4690965.5;331312.951;4691022
10875;AP875;01.12.2019 08:24;01.12.2019 08:24;323971.572;4691220.1;331062.8;4691776
10891;AP891;01.12.2019 08:25;01.12.2019 08:25;330116.167;4690965.5;331622.44;4690826.1
10904;AP904;01.12.2019 08:26;01.12.2019 08:26;328897.606;4690719.6;328960.27;4690512
10899;AP899;01.12.2019 08:26;01.12.2019 08:26;328960.27;4690512;328496.7;4692453.4
10918;AP918;01.12.2019 08:28;01.12.2019 08:28;329702.7;4684365.6;330389.01;4691780.43
10921;AP921;01.12.2019 08:28;01.12.2019 08:28;328960.27;4690512;329142.722;4689445.4
10932;AP932;01.12.2019 08:29;01.12.2019 08:29;328542.91;4689685.4;328960.27;4690512
10928;AP928;01.12.2019 08:29;01.12.2019 08:29;329525.838;4690200.2;328960.27;4690512
10935;AP935;01.12.2019 08:30;01.12.2019 08:30;329525.838;4690200.2;328960.27;4690512
10943;AP943;01.12.2019 08:31;01.12.2019 08:31;326949.76;4687767.8;328395.4;4687170.31
10953;AP953;01.12.2019 08:31;01.12.2019 08:31;327014.51;4690478.8;326187.9;4693392
10941;AP941;01.12.2019 08:31;01.12.2019 08:31;329142.722;4689445.4;328960.27;4690512
10963;AP963;01.12.2019 08:32;01.12.2019 08:32;330977.34;4687381.6;331836.343;4690524
10973;AP973;01.12.2019 08:32;01.12.2019 08:32;330519.1;4689886;329306.04;4690666
10957;AP957;01.12.2019 08:32;01.12.2019 08:32;330021.47;4692441.6;327987.72;4689221.5
10964;AP964;01.12.2019 08:32;01.12.2019 08:32;330727.12;4686305.5;326468.97;4689523.9
10960;AP960;01.12.2019 08:32;01.12.2019 08:32;327144.174;4692837.8;330116.167;4690965.5
10981;AP981;01.12.2019 08:33;01.12.2019 08:33;328721.78;4689076.2;328960.27;4690512
10983;AP983;01.12.2019 08:33;01.12.2019 08:33;327764.59;4692563.9;328960.27;4690512
10984;AP984;01.12.2019 08:33;01.12.2019 08:33;331062.8;4691776;330621.26;4691012.9
10979;AP979;01.12.2019 08:33;01.12.2019 08:33;326834.477;4694030.8;328960.27;4690512
10990;AP990;01.12.2019 08:34;01.12.2019 08:34;328919.185;4689763.9;328960.27;4690512
10991;AP991;01.12.2019 08:34;01.12.2019 08:34;328542.91;4689685.4;328960.27;4690512
11001;AP1001;01.12.2019 08:35;01.12.2019 08:35;329525.838;4690200.2;328960.27;4690512
10996;AP996;01.12.2019 08:35;01.12.2019 08:35;331062.8;4691776;331622.44;4690826.1
11000;AP1000;01.12.2019 08:35;01.12.2019 08:35;326322.517;4686410.8;330549.6;4691678.49
11008;AP1008;01.12.2019 08:36;01.12.2019 08:36;331062.8;4691776;332654.604;4690058.5
11009;AP1009;01.12.2019 08:36;01.12.2019 08:36;327014.51;4690478.8;328040.031;4692137.4
11006;AP1006;01.12.2019 08:36;01.12.2019 08:36;328395.4;4687170.31;328960.27;4690512
11029;AP1029;01.12.2019 08:37;01.12.2019 08:37;326584.59;4687114;326765.42;4689381.9
11027;AP1027;01.12.2019 08:37;01.12.2019 08:37;329731.967;4688107.2;326354.842;4690835.2
11022;AP1022;01.12.2019 08:37;01.12.2019 08:37;331062.8;4691776;330621.26;4691012.9
11038;AP1038;01.12.2019 08:38;01.12.2019 08:38;330727.12;4686305.5;326468.97;4689523.9
11037;AP1037;01.12.2019 08:38;01.12.2019 08:38;328542.91;4689685.4;328960.27;4690512
11034;AP1034;01.12.2019 08:38;01.12.2019 08:38;326584.59;4687114;326765.42;4689381.9
11048;AP1048;01.12.2019 08:39;01.12.2019 08:39;331062.8;4691776;331622.44;4690826.1
11041;AP1041;01.12.2019 08:39;01.12.2019 08:39;331062.8;4691776;329563.98;4692920.7
11045;AP1045;01.12.2019 08:39;01.12.2019 08:39;331062.8;4691776;329563.98;4692920.7
11065;AP1065;01.12.2019 08:40;01.12.2019 08:40;325913.005;4691603.2;328960.27;4690512
11074;AP1074;01.12.2019 08:40;01.12.2019 08:40;326584.59;4687114;326765.42;4689381.9
11083;AP1083;01.12.2019 08:41;01.12.2019 08:41;328641.36;4690542.5;328960.27;4690512
11089;AP1089;01.12.2019 08:42;01.12.2019 08:42;330155.854;4690633.1;326949.76;4687767.8
11097;AP1097;01.12.2019 08:42;01.12.2019 08:42;326729.433;4693092.3;328960.27;4690512
11091;AP1091;01.12.2019 08:42;01.12.2019 08:42;327014.51;4690478.8;327338.34;4692027.8
11095;AP1095;01.12.2019 08:42;01.12.2019 08:42;325651.61;4686258.1;330519.1;4689886
11107;AP1107;01.12.2019 08:43;01.12.2019 08:43;326821.7;4692453;327014.51;4690478.8
11105;AP1105;01.12.2019 08:43;01.12.2019 08:43;331452.383;4687206.2;330977.34;4687381.6
11123;AP1123;01.12.2019 08:44;01.12.2019 08:44;327381.91;4688674.1;326623.67;4688997.1
11120;AP1120;01.12.2019 08:44;01.12.2019 08:44;330155.854;4690633.1;326949.76;4687767.8
11131;AP1131;01.12.2019 08:44;01.12.2019 08:44;325569.79;4692394.5;328960.27;4690512
11126;AP1126;01.12.2019 08:44;01.12.2019 08:44;329285.36;4691333.2;328960.27;4690512
11115;AP1115;01.12.2019 08:44;01.12.2019 08:44;326322.517;4686410.8;325953.272;4693730
11147;AP1147;01.12.2019 08:45;01.12.2019 08:45;326949.76;4687767.8;330549.6;4691678.49
11137;AP1137;01.12.2019 08:45;01.12.2019 08:45;328960.27;4690512;328040.031;4692137.4
11145;AP1145;01.12.2019 08:45;01.12.2019 08:45;328919.185;4689763.9;330116.167;4690965.5
11132;AP1132;01.12.2019 08:45;01.12.2019 08:45;331062.8;4691776;331610.204;4691038.5
11142;AP1142;01.12.2019 08:45;01.12.2019 08:45;329142.722;4689445.4;328960.27;4690512
11139;AP1139;01.12.2019 08:45;01.12.2019 08:45;327987.72;4689221.5;327338.34;4692027.8
11157;AP1157;01.12.2019 08:46;01.12.2019 08:46;327054.145;4686960.91;326584.59;4687114
11152;AP1152;01.12.2019 08:46;01.12.2019 08:46;328960.27;4690512;327618.05;4691658.9
11158;AP1158;01.12.2019 08:46;01.12.2019 08:46;329142.722;4689445.4;328960.27;4690512
11149;AP1149;01.12.2019 08:46;01.12.2019 08:46;331062.8;4691776;331622.44;4690826.1
11170;AP1170;01.12.2019 08:47;01.12.2019 08:47;327987.72;4689221.5;330549.6;4691678.49
11178;AP1178;01.12.2019 08:48;01.12.2019 08:48;325473.18;4694035.5;326584.59;4687114
11183;AP1183;01.12.2019 08:48;01.12.2019 08:48;327091.95;4689281.4;327014.51;4690478.8
11194;AP1194;01.12.2019 08:49;01.12.2019 08:49;329142.722;4689445.4;330116.167;4690965.5
11195;AP1195;01.12.2019 08:49;01.12.2019 08:49;326949.76;4687767.8;326765.42;4689381.9
11201;AP1201;01.12.2019 08:50;01.12.2019 08:50;326584.59;4687114;326502.21;4694498.2
11200;AP1200;01.12.2019 08:50;01.12.2019 08:50;330021.47;4692441.6;327987.72;4689221.5
11206;AP1206;01.12.2019 08:51;01.12.2019 08:51;330116.167;4690965.5;331622.44;4690826.1
11203;AP1203;01.12.2019 08:51;01.12.2019 08:51;328960.27;4690512;329563.98;4692920.7
11217;AP1217;01.12.2019 08:51;01.12.2019 08:51;327014.51;4690478.8;327764.59;4692563.9
11214;AP1214;01.12.2019 08:51;01.12.2019 08:51;328960.27;4690512;329437.881;4691913.5
11205;AP1205;01.12.2019 08:51;01.12.2019 08:51;326729.433;4693092.3;328960.27;4690512
11219;AP1219;01.12.2019 08:51;01.12.2019 08:51;331062.8;4691776;331622.44;4690826.1
11230;AP1230;01.12.2019 08:52;01.12.2019 08:52;328960.27;4690512;327338.34;4692027.8
11231;AP1231;01.12.2019 08:52;01.12.2019 08:52;331062.8;4691776;330702.9;4690925.3
11236;AP1236;01.12.2019 08:52;01.12.2019 08:52;328973.349;4692476.5;328960.27;4690512
11238;AP1238;01.12.2019 08:52;01.12.2019 08:52;331062.8;4691776;330386.12;4690842
11227;AP1227;01.12.2019 08:52;01.12.2019 08:52;328960.27;4690512;327338.34;4692027.8
11234;AP1234;01.12.2019 08:52;01.12.2019 08:52;327381.91;4688674.1;328186.047;4690041
11245;AP1245;01.12.2019 08:53;01.12.2019 08:53;328960.27;4690512;329142.722;4689445.4
11260;AP1260;01.12.2019 08:54;01.12.2019 08:54;328960.27;4690512;329142.722;4689445.4
11255;AP1255;01.12.2019 08:54;01.12.2019 08:54;327014.51;4690478.8;326765.42;4689381.9
11257;AP1257;01.12.2019 08:54;01.12.2019 08:54;328960.27;4690512;327797.24;4692102.4
11253;AP1253;01.12.2019 08:54;01.12.2019 08:54;327014.51;4690478.8;328040.031;4692137.4
11276;AP1276;01.12.2019 08:55;01.12.2019 08:55;328919.185;4689763.9;328960.27;4690512
11273;AP1273;01.12.2019 08:55;01.12.2019 08:55;328960.27;4690512;326955.276;4691839
11285;AP1285;01.12.2019 08:56;01.12.2019 08:56;328919.185;4689763.9;331062.8;4691776
11304;AP1304;01.12.2019 08:57;01.12.2019 08:57;327014.51;4690478.8;328040.031;4692137.4
11316;AP1316;01.12.2019 08:58;01.12.2019 08:58;326949.76;4687767.8;326468.97;4689523.9
11311;AP1311;01.12.2019 08:58;01.12.2019 08:58;327381.91;4688674.1;326623.67;4688997.1
11318;AP1318;01.12.2019 08:58;01.12.2019 08:58;328960.27;4690512;326955.276;4691839
11327;AP1327;01.12.2019 08:59;01.12.2019 08:59;330116.167;4690965.5;330702.9;4690925.3
11326;AP1326;01.12.2019 08:59;01.12.2019 08:59;328186.047;4690041;330116.167;4690965.5
11324;AP1324;01.12.2019 08:59;01.12.2019 08:59;330702.9;4690925.3;331062.8;4691776
11333;AP1333;01.12.2019 09:00;01.12.2019 09:00;327381.91;4688674.1;326955.276;4691839
11332;AP1332;01.12.2019 09:00;01.12.2019 09:00;327381.91;4688674.1;326657.415;4689074.7
11336;AP1336;01.12.2019 09:00;01.12.2019 09:00;330519.1;4689886;330702.9;4690925.3
11345;AP1345;01.12.2019 09:02;01.12.2019 09:02;327987.72;4689221.5;328542.91;4689685.4
11343;AP1343;01.12.2019 09:02;01.12.2019 09:02;327381.91;4688674.1;327241.32;4690173
11350;AP1350;01.12.2019 09:03;01.12.2019 09:03;328542.91;4689685.4;328960.27;4690512
11349;AP1349;01.12.2019 09:03;01.12.2019 09:03;328960.27;4690512;329563.98;4692920.7
11348;AP1348;01.12.2019 09:03;01.12.2019 09:03;328919.185;4689763.9;330116.167;4690965.5
11355;AP1355;01.12.2019 09:04;01.12.2019 09:04;327677.48;4687584;326949.76;4687767.8
11353;AP1353;01.12.2019 09:04;01.12.2019 09:04;330116.167;4690965.5;330562.4;4691844.5
11360;AP1360;01.12.2019 09:05;01.12.2019 09:05;326949.76;4687767.8;326957.55;4689676
11372;AP1372;01.12.2019 09:06;01.12.2019 09:06;330116.167;4690965.5;330702.9;4690925.3
11364;AP1364;01.12.2019 09:06;01.12.2019 09:06;328960.27;4690512;328496.7;4692453.4
11374;AP1374;01.12.2019 09:06;01.12.2019 09:06;332041.02;4689067.22;331062.8;4691776
11365;AP1365;01.12.2019 09:06;01.12.2019 09:06;330519.1;4689886;330056.78;4690243.9
11381;AP1381;01.12.2019 09:07;01.12.2019 09:07;330116.167;4690965.5;330702.9;4690925.3
11389;AP1389;01.12.2019 09:08;01.12.2019 09:08;331062.8;4691776;328973.349;4692476.5
11395;AP1395;01.12.2019 09:09;01.12.2019 09:09;331062.8;4691776;329563.98;4692920.7
11398;AP1398;01.12.2019 09:10;01.12.2019 09:10;331062.8;4691776;331610.204;4691038.5
11416;AP1416;01.12.2019 09:11;01.12.2019 09:11;329707.29;4690995.37;331062.8;4691776
11411;AP1411;01.12.2019 09:11;01.12.2019 09:11;330977.34;4687381.6;332166.594;4686447
11420;AP1420;01.12.2019 09:12;01.12.2019 09:12;330519.1;4689886;328097.043;4692268.6
11423;AP1423;01.12.2019 09:12;01.12.2019 09:12;331452.383;4687206.2;330977.34;4687381.6
